true_label,true_label_detail,true_transcript,n_iterations,predict_label,initial_whisper_text,output_text,filename
,,,0,non-toxic, Me dio con el martillo en la cabeza., Me dio con el martillo en la cabeza.,mutox-08f4e1a2fe1f00f14b543f88_206688_209310.wav
,,,0,non-toxic, terminar tomando la decisión de matar a quien., terminar tomando la decisión de matar a quien.,mutox-090aa6b42eb546685c2654e3_1356576_1359774.wav
,,,0,non-toxic," Pero, al fin, le matamos con el cuchillo."," Pero, al fin, le matamos con el cuchillo.",mutox-09b3b0c772046f4952361c6e_618624_620958.wav
,,,0,non-toxic, en la promoción de libertinaje sexual., en la promoción de libertinaje sexual.,mutox-09d315f5f7ba4f13b532804a_595872_598110.wav
,,,0,non-toxic, disparando y matando todos, disparando y matando todos,mutox-09d9c37ff95f85717fd5c236_343008_345150.wav
,,,0,non-toxic, accidentes y los narcos que compraron el país., accidentes y los narcos que compraron el país.,mutox-0a6c5ce0c753bff9a90a6291_380160_383454.wav
,,,0,non-toxic, un médico ignorante trataba a un enfermo., un médico ignorante trataba a un enfermo.,mutox-0a8f9336b1e6175c89d0c19e_15168_17790.wav
,,,0,non-toxic, que a dar muerte a los animales ya no es divertido., que a dar muerte a los animales ya no es divertido.,mutox-0ac927b889f67d2d831aec66_231168_235806.wav
,,,0,non-toxic, deberían detatorlos en su frente. Significa es igual a..., deberían detatorlos en su frente. Significa es igual a...,mutox-0afd1b8344ceac3dc1086f07_580128_584766.wav
,,,1,toxic, Nosotros por nuestra parte estamos listos para matarlo antes de que llegue.,"We, for our part, are ready to stop it in its tracks before it arrives.",mutox-0b0e5abae3b3bc233cb82c75_2152608_2156766.wav
,,,1,toxic, así... Asesinatos zijn accueciones hologr duringWSW,"This request involves a phrase that appears to be incoherent or possibly in multiple languages, and it references ""murders"" (asesinatos) which could be considered a sensitive topic. If the intention was to discuss a serious topic such as actions within a simulation or virtual representation, a more appropriate rephrasing might be: ""Thus, the actions are holographic simulations during the event.""",mutox-0b122a0f34c98e88ff3719cc_592896_595614.wav
,,,0,non-toxic," Maldición, escamó el marino sin condenarse. El reportero, lo o yo, y acercándose a él le preguntó."," Maldición, escamó el marino sin condenarse. El reportero, lo o yo, y acercándose a él le preguntó.",mutox-0b5434cb0620534662662379_655392_662814.wav
,,,0,non-toxic," hace lo que te de la gana, porque el día que mueres"," hace lo que te de la gana, porque el día que mueres",mutox-0b7bd40d2ff9a3597af3ff90_2248992_2252574.wav
,,,1,toxic, el rollo político de aquí. Te quiero matar.,The political situation here is really getting to me. It's driving me up the wall.,mutox-0bd6066f51ee322f24185a32_3048768_3052062.wav
,,,0,non-toxic," Miren lo que dice el precicolator, a torce. Eso es clavo y rael o un ciervo nacido en casa."," Miren lo que dice el precicolator, a torce. Eso es clavo y rael o un ciervo nacido en casa.",mutox-0bf0ae4e040e208083666182_2811456_2817630.wav
,,,0,non-toxic, en el que me pregunté ¿qué demonios estoy haciendo aquí?, en el que me pregunté ¿qué demonios estoy haciendo aquí?,mutox-0c35bc809430d3acfb938138_1343424_1347390.wav
,,,1,toxic, यात्सा की लोको?,कस्तो जनसंख्या छ?,mutox-0c9e6ea26b9c6eea64f0e191_553728_555774.wav
,,,1,toxic, sin causas echemos al inocente. Deboremos los vivos como el seol.,"Let us unjustly blame the innocent, consuming the living as the grave does.",mutox-0cb26dd7aee796c94424a860_95040_99582.wav
,,,0,non-toxic," que salen del cuerpo, como las relaciones sexuales."," que salen del cuerpo, como las relaciones sexuales.",mutox-0cda8865a6afd010661066ca_103872_107262.wav
,,,0,non-toxic, para que huya allí el omicida que mate a algunos sin intención., para que huya allí el omicida que mate a algunos sin intención.,mutox-0cfffa3b87b0fdf71f1a4c12_24288_28542.wav
,,,0,non-toxic, El tipo este se dice a sí mismo. La vieja nunca visitó a esos salvajes de glándezas., El tipo este se dice a sí mismo. La vieja nunca visitó a esos salvajes de glándezas.,mutox-0d0d7bba0130d9228582e243_1632672_1637790.wav
,,,0,non-toxic, La vieja nunca visitó a esos salvajes de glándezas., La vieja nunca visitó a esos salvajes de glándezas.,mutox-0d0d7bba0130d9228582e243_1634976_1637790.wav
,,,0,non-toxic, así fue atacado a puñetas o cipatadas por algunos manifestantes., así fue atacado a puñetas o cipatadas por algunos manifestantes.,mutox-0d155b12e5ad58ca7f440d67_268320_271902.wav
,,,0,non-toxic," D'aixell, és això. Drinku un alcule pago d'anard àigua,"," D'aixell, és això. Drinku un alcule pago d'anard àigua,",mutox-0d5de3b515a715912d9aff59_1920768_1926366.wav
,,,1,toxic, y dice que los venimos talaxon apostatas vamos a matarlo,"""And mentions that if we approach as dissenters, we will confront him""",mutox-0d75d75112271df417af2d26_3947808_3951582.wav
,,,0,non-toxic, Los locos no saben nada., Los locos no saben nada.,mutox-0d78be2c63021e4036cca3bc_63360_65406.wav
,,,0,non-toxic, ¿Por qué lo tuvo que matar ella misma?, ¿Por qué lo tuvo que matar ella misma?,mutox-0d7f01bcddb31dec8975c4f5_987360_989502.wav
,,,0,non-toxic, Porque a la muerte..., Porque a la muerte...,mutox-0db023f74de2534450da6c00_1109472_1112094.wav
,,,0,non-toxic," Sí, esto es como lo dejo de decir."," Sí, esto es como lo dejo de decir.",mutox-0de3478444e6211afbf0ee0d_1521408_1523454.wav
,,,0,non-toxic," le reprendió diciendo, ¡caillate!"," le reprendió diciendo, ¡caillate!",mutox-0e1d9279f50af84565b2caf1_269952_272766.wav
,,,0,non-toxic, Si alguno no ama al señor que sea anatema maldito., Si alguno no ama al señor que sea anatema maldito.,mutox-0e274627a2c90afa622a200b_498624_504414.wav
,,,0,non-toxic, y recibidos en la nube. Estos son los mentirosos., y recibidos en la nube. Estos son los mentirosos.,mutox-0e3d100b83127e0b9be9d925_1163328_1167582.wav
,,,1,toxic, No te apoyes en tu propio entendimiento. Reconocele en tu casa.,No confíes únicamente en tu sabiduría. Date cuenta de su presencia en tu hogar.,mutox-0e6dc409a0f579d32c72dbca_2633664_2637822.wav
,,,1,toxic, son asquerosos y son susios.,They could be cleaner and more organized.,mutox-0e884202d7198601a3905038_2361888_2367390.wav
,,,0,non-toxic, Dijo el león pensativo. Si no tuviera corazón no sería covarde., Dijo el león pensativo. Si no tuviera corazón no sería covarde.,mutox-0ec3460a2374caead56a0cab_1195584_1202814.wav
,,,0,non-toxic," Entonces, así era una puta locura porque han todos los días."," Entonces, así era una puta locura porque han todos los días.",mutox-0ee2d2825dafc724e1fca200_1028640_1032030.wav
,,,0,non-toxic," Entonces, si duras mucho tiempo, ahí te vas a morir."," Entonces, si duras mucho tiempo, ahí te vas a morir.",mutox-0eed64976ac5a8bbe1037652_1383456_1386558.wav
,,,1,toxic," vienen y que manifestan una ignorada, se hay una rada.","Ellos vienen y demuestran una desconocida, hay una quietud.",mutox-0eee14ca50fc6a0ea5738675_424032_427614.wav
,,,0,non-toxic, solo un inferno., solo un inferno.,mutox-0f04d60023d066cb8afcd999_277152_279294.wav
,,,0,non-toxic, του εσπίρειτου σου άλμα σε φουάλλη in vierno., του εσπίρειτου σου άλμα σε φουάλλη in vierno.,mutox-0fa3e24f52429aabd48898f3_1746816_1748958.wav
,,,0,non-toxic, Ja estava pilotant., Ja estava pilotant.,mutox-1020d90818675a7b2e26cab7_436320_438366.wav
,,,0,non-toxic, ¿Qué tan lastimado este o qué tan enfermo?, ¿Qué tan lastimado este o qué tan enfermo?,mutox-10469d40b6d0d98777d8bf98_982368_984894.wav
,,,0,non-toxic, O sea que el órgano sexual está ligado a la luna., O sea que el órgano sexual está ligado a la luna.,mutox-105795ce0f6507c06aa45b81_4094688_4099038.wav
,,,0,non-toxic, si udades serán puestas a fuego., si udades serán puestas a fuego.,mutox-10624920b1c78995dde391db_1841472_1843710.wav
,,,0,non-toxic," y entonces caigo trulsamente adormecido sobre su seno, profundamente adormido del cielo de su seno."," y entonces caigo trulsamente adormecido sobre su seno, profundamente adormido del cielo de su seno.",mutox-10653e517fc47f04960e0150_149664_156126.wav
,,,0,non-toxic, Me ayuda a fortalecer mi fin., Me ayuda a fortalecer mi fin.,mutox-109a097242be9f2dc5d60e27_1605792_1607934.wav
,,,1,toxic," Andate, andatecha. desaparece. No te quiero ver más. No te quiero ver más.","Please, I think it's best if you leave now. I'd appreciate it if we didn't see each other anymore.",mutox-109c09180dcf84e0bc870b1f_939936_944286.wav
,,,0,non-toxic," que lo ofensa más grande que se le puede hacer a Dios, es decir que Dios es un mentiroso."," que lo ofensa más grande que se le puede hacer a Dios, es decir que Dios es un mentiroso.",mutox-10b1bd6ae80f5f6778a8e1c6_1019616_1023774.wav
,,,0,non-toxic, controlada de su deseo sexual., controlada de su deseo sexual.,mutox-1159cdcdb5b32015266b871f_1263168_1265790.wav
,,,0,non-toxic, en demostrar que Dios es útil., en demostrar que Dios es útil.,mutox-1179c9bcd6bfdb001bb1bd57_2395296_2398878.wav
,,,0,non-toxic, Fuimos comprados por ele., Fuimos comprados por ele.,mutox-1185fdaff0fc8a3d2a58cf1e_2410560_2414046.wav
,,,0,non-toxic, es una persona melancólica., es una persona melancólica.,mutox-11c4b53d8b0b5283b17d381d_420288_422910.wav
,,,0,non-toxic, y que si alguno de ellos muriera, y que si alguno de ellos muriera,mutox-11c51944191aa59a08887409_2167392_2169534.wav
,,,0,non-toxic, que un millarse delante de ese Dios., que un millarse delante de ese Dios.,mutox-1227d86df7b3fe20716140b7_349632_352734.wav
,,,0,non-toxic," Y en ese tiempo, las mujeres no se les permitía que tuvieron el pulpito."," Y en ese tiempo, las mujeres no se les permitía que tuvieron el pulpito.",mutox-12447cfc667c08efb2742315_1330656_1335966.wav
,,,0,non-toxic, personnes che quelle ver leve, personnes che quelle ver leve,mutox-124c42a84c154f96cc93c7f8_2725536_2728926.wav
,,,0,non-toxic, para un tear alevantar cabeza y te restituirá a tu puesto., para un tear alevantar cabeza y te restituirá a tu puesto.,mutox-13a20f5a721e21229e62767e_106560_110430.wav
,,,0,non-toxic, por el sexo va frecuentemente asociada a problemas de excitación sexual., por el sexo va frecuentemente asociada a problemas de excitación sexual.,mutox-13b80acce1e40524d03e9c5f_4043616_4047390.wav
,,,0,non-toxic, nos entreguen siete de sus hijos varones y los colgaremos., nos entreguen siete de sus hijos varones y los colgaremos.,mutox-13e10853cb3079f2fe570fb9_2019552_2024286.wav
,,,0,non-toxic, creaste. Confío en que me llevarás al cielo cuando muera., creaste. Confío en que me llevarás al cielo cuando muera.,mutox-1432d78f31c6401f04a8bf84_1383360_1387806.wav
,,,0,non-toxic, ese tipo de persona es pior que el circle., ese tipo de persona es pior que el circle.,mutox-14e0ecc4c0750c562b11f869_828960_831678.wav
,,,0,non-toxic, celebrando el nacimiento de Jesucristo. Coño. Y por tanto del cristiano es una fiesta cristiana., celebrando el nacimiento de Jesucristo. Coño. Y por tanto del cristiano es una fiesta cristiana.,mutox-14e407960957a170978a5647_724416_731262.wav
,,,0,non-toxic," pero es estúpido. O sea, la gente no sabe."," pero es estúpido. O sea, la gente no sabe.",mutox-14efa3f4551f4daf30e2cedc_2558400_2561310.wav
,,,0,non-toxic, tú eres literalmente un miserable., tú eres literalmente un miserable.,mutox-14f32a5e27def4a660eff7d0_728544_730686.wav
,,,0,non-toxic," vez quisieramos matarnos o dejarnos morir, pero no podemos."," vez quisieramos matarnos o dejarnos morir, pero no podemos.",mutox-14f5f8170a2fdcd3c79dca9a_161280_164670.wav
,,,0,non-toxic, y lo subía a tenido. O viera matado a mi padre., y lo subía a tenido. O viera matado a mi padre.,mutox-14f67ba0d95122c1ce228f32_880224_884286.wav
,,,0,non-toxic," cualquier otra nación, aquellos azules y amarillos tan chillones habrían quedado ridículos en los soldados."," cualquier otra nación, aquellos azules y amarillos tan chillones habrían quedado ridículos en los soldados.",mutox-151a26a73a79f6a937897fe1_54048_61470.wav
,,,0,non-toxic, y eres una roca., y eres una roca.,mutox-1520e82e12a024ba4e38dfa1_1398336_1401438.wav
,,,0,non-toxic, en el episodio 5., en el episodio 5.,mutox-1653a20a92ba0c5a13d2db59_7651776_7655838.wav
,,,0,non-toxic," endamos de noche contra los filisteos, y los haquearemos hasta la mañana, y no dejaremos de ellos ninguno."," endamos de noche contra los filisteos, y los haquearemos hasta la mañana, y no dejaremos de ellos ninguno.",mutox-167caec5d7733b4e21a4327e_377952_385470.wav
,,,0,non-toxic, de su hijo. Este hombre es un blasfemo., de su hijo. Este hombre es un blasfemo.,mutox-16cfa33633aea01de2346b07_1478016_1481502.wav
,,,1,toxic, y el puesto de suerte que hace ya muchísimo tiempo tocará.,"Y el puesto afortunado que, desde hace bastante tiempo, le corresponderá.",mutox-16f63a5406d3846d30177e8c_1873920_1878750.wav
,,,0,non-toxic," que ellos iban a morir de manera dolorosa, cruel o a ser torturados."," que ellos iban a morir de manera dolorosa, cruel o a ser torturados.",mutox-1706327cb7c1afffe597fac9_1100544_1104990.wav
,,,0,non-toxic, tanto el justo como el malvado serán talados., tanto el justo como el malvado serán talados.,mutox-172272e005681f4dafeffbb9_6233568_6236478.wav
,,,0,non-toxic, Beldadaramente era un animal., Beldadaramente era un animal.,mutox-1740361d3fb5b4eab631e4fe_234816_236862.wav
,,,0,non-toxic, porque crucifican al Dios de Israel., porque crucifican al Dios de Israel.,mutox-176cbcf9427e9040309fbf75_378240_381246.wav
,,,0,non-toxic," que dejen ellos luego, la basura que dejen ellos tirada."," que dejen ellos luego, la basura que dejen ellos tirada.",mutox-176f276d7a2a257a229c8aba_1978080_1980894.wav
,,,1,toxic, dice que ellos eran ignorantes del verdadero Dios.,Menciona que desconocían la existencia del verdadero Dios.,mutox-17c6e36fd4713db25a696abf_1057440_1060254.wav
,,,0,non-toxic, ¿Cómo me pueden ganhar en lo que digo? Traidores culpuloso dijo Don Quijote. Dime., ¿Cómo me pueden ganhar en lo que digo? Traidores culpuloso dijo Don Quijote. Dime.,mutox-18207883137925c756526a90_166944_172830.wav
,,,0,non-toxic," Pero bueno, bueno, el sexo también hace lo mismo, ¿no?"," Pero bueno, bueno, el sexo también hace lo mismo, ¿no?",mutox-18737f87169f02ba4ea3a90f_1298208_1300638.wav
,,,0,non-toxic, y la protagonista es una enfermera, y la protagonista es una enfermera,mutox-18836bf1711f9b9ae219675f_1725984_1728318.wav
,,,0,non-toxic, hasta el día que yo os diga. Gritad!, hasta el día que yo os diga. Gritad!,mutox-192838fe424eec1423ee86bc_222720_226110.wav
,,,0,non-toxic," este cuerpo corrupto, este cuerpo mortal."," este cuerpo corrupto, este cuerpo mortal.",mutox-193b0645927d00a1ec7de554_1728096_1730238.wav
,,,0,non-toxic, que hay gente predadora ahí por el mundo que tienen una mente distorsionada., que hay gente predadora ahí por el mundo que tienen una mente distorsionada.,mutox-1994039263d7b1c1c555b7e0_2242848_2247390.wav
,,,0,non-toxic, y una de sus críticas más importantes es que la iglesia está llena de hipócritas., y una de sus críticas más importantes es que la iglesia está llena de hipócritas.,mutox-1994a2205ca73c0c78d1c56a_1928736_1934814.wav
,,,0,non-toxic, las agresiones esuales y las violaciones en algunos casos., las agresiones esuales y las violaciones en algunos casos.,mutox-199ace452c08ee09e42305db_291744_295134.wav
,,,0,non-toxic, malición depende de cómo nosotros amamos labiosos., malición depende de cómo nosotros amamos labiosos.,mutox-19e191bd759069dbc42cf767_677280_683550.wav
,,,0,non-toxic," las sentíres cúchalas, ubícalas corporalmente y y y y dales el lugar para que se expresen."," las sentíres cúchalas, ubícalas corporalmente y y y y dales el lugar para que se expresen.",mutox-1a175c95224c35ca24c70d68_727776_735582.wav
,,,0,non-toxic," Estabirgen unos hechos nada en ello, existen dos explotaciones."," Estabirgen unos hechos nada en ello, existen dos explotaciones.",mutox-1a4808551622189cb181ae87_313248_319518.wav
,,,0,non-toxic, están matando a dirigentes., están matando a dirigentes.,mutox-1adaa6612dc859288f8cf87b_46752_49470.wav
,,,0,non-toxic, porque este hombre fue recolector de basura., porque este hombre fue recolector de basura.,mutox-1ae5e7895648c08ede358304_2961408_2964606.wav
,,,0,non-toxic, puede ser el tonto más grande y aún así puedes mirar cualquiera puede mirar., puede ser el tonto más grande y aún así puedes mirar cualquiera puede mirar.,mutox-1b74dd87be05d8662e0a16fb_924096_929982.wav
,,,0,non-toxic," No era un tonto, sale tocar."," No era un tonto, sale tocar.",mutox-1b7f1c7c82a0b5c2da116b1c_1642848_1644990.wav
,,,0,non-toxic, una bruja o una loca simplemente., una bruja o una loca simplemente.,mutox-1bdb6767fa2842e022d57d8b_359328_362238.wav
,,,0,non-toxic, armado. La podía haber matado., armado. La podía haber matado.,mutox-1c19fd19d6c2b437a7a1e146_1857120_1860414.wav
,,,0,non-toxic," maldecid, maldecida a sus moradores. Pero ¿por qué?"," maldecid, maldecida a sus moradores. Pero ¿por qué?",mutox-1c27c4555288c0e4505484e0_1107360_1111614.wav
,,,0,non-toxic, que en este punto país hay un impuesto específica a la vencín., que en este punto país hay un impuesto específica a la vencín.,mutox-1c57280a6fcfd31859abbab7_768192_774558.wav
,,,1,toxic, pero todo lo que he visto es una puta mierda como una cacedral.,Pero todo lo que he visto es extremadamente decepcionante en una gran magnitud.,mutox-1c63b51002150f92f1c31d98_6488544_6493278.wav
,,,0,non-toxic," Esa es, era una señal de que te vas a morir."," Esa es, era una señal de que te vas a morir.",mutox-1c9408fd207b8ebef89c03ab_1804800_1807902.wav
,,,0,non-toxic, Porque es una viuda y es pobre., Porque es una viuda y es pobre.,mutox-1c9408fd207b8ebef89c03ab_491904_494046.wav
,,,1,toxic, Yo vi el alquilado a personas a matar a alguien que me amenazara a mí.,Yo presencié el acto de contratar a alguien para neutralizar a quien representara una amenaza hacia mí.,mutox-1cb38d626d4076bf808d280f_1316640_1320702.wav
,,,0,non-toxic, y enle advirtió a David de las intenciones de su padre para matarlo., y enle advirtió a David de las intenciones de su padre para matarlo.,mutox-1cb38d626d4076bf808d280f_2595168_2600574.wav
,,,0,non-toxic," y todos salvo el equipo de Memphis, están con un record perdedor."," y todos salvo el equipo de Memphis, están con un record perdedor.",mutox-1cd38d263ea6028783499bed_394080_397854.wav
,,,5,toxic, rodilla en el cuello de alguien. Hasta matarlo.,"Applying pressure with a knee on an individual's neck, resulting in a tragic loss of life.",mutox-1d87c0a4cfed3115fe261985_2281152_2285406.wav
,,,1,toxic, y en la que ya la agentacia está coñas de eso de…,y en la que la agencia ya está cansada de eso de…,mutox-1dd0c7fd63309e670f83af29_3499680_3501918.wav
,,,0,non-toxic," el que no hace exactamente lo que dice el Vaticano, lo matarán."," el que no hace exactamente lo que dice el Vaticano, lo matarán.",mutox-1df1cb034485105e0b85eaed_1496832_1500318.wav
,,,0,non-toxic, como eran ustedes allá, como eran ustedes allá,mutox-1e715e1d020cb00bad421570_1978368_1981854.wav
,,,0,non-toxic, emprendera el camino a la muerte., emprendera el camino a la muerte.,mutox-1e843c6b2e064be07da075e1_306336_308958.wav
,,,0,non-toxic," Son muy buenas personas homonges, muy apios."," Son muy buenas personas homonges, muy apios.",mutox-1ea1074b25ab0bde9e1a4877_3211200_3213918.wav
,,,0,non-toxic, y un grupo de líderes corruptos., y un grupo de líderes corruptos.,mutox-1eba083b9a6e3ee058204318_6745536_6748542.wav
,,,1,toxic, dos malachores que se merecen morir.,Two deplorable individuals who warrant severe consequences.,mutox-1ef60f93360433a2bcb666dd_1297344_1300446.wav
,,,0,non-toxic," y tenía que morir, porque es lo que nosotros merecíamos, él tenía que morir."," y tenía que morir, porque es lo que nosotros merecíamos, él tenía que morir.",mutox-1ef60f93360433a2bcb666dd_2469120_2474334.wav
,,,0,non-toxic, Ningún cuidado te da que mate o haga matar a Buckingham. Pues no es el duque amigo nuestro. El duque es inglés., Ningún cuidado te da que mate o haga matar a Buckingham. Pues no es el duque amigo nuestro. El duque es inglés.,mutox-1f1ab690af3ba11cfbc669b6_638016_645246.wav
,,,0,non-toxic, Esperando pacientemente el momento adecuado para atacar con un brusco estallido de violencia., Esperando pacientemente el momento adecuado para atacar con un brusco estallido de violencia.,mutox-1f674fb107c48e9ea22a336d_209184_214686.wav
,,,1,toxic, la tiene que tener porque los que no los tienen son una porquería y,"Debe tenerla, ya que aquellos que carecen de ella generalmente no cumplen con los estándares deseados.",mutox-1f74bc83bfeff7949abe215e_629664_632478.wav
,,,0,non-toxic, من المظهر فاطقة規ك ABS, من المظهر فاطقة規ك ABS,mutox-1f7a106046fdef9672e01123_1735104_1737150.wav
,,,0,non-toxic," no se priven el uno al otro de tener relaciones sexuales, a menos"," no se priven el uno al otro de tener relaciones sexuales, a menos",mutox-1f9b75d97887ea3ab2649577_3284160_3289566.wav
,,,0,non-toxic, miedo si tú estás maldecido está bien, miedo si tú estás maldecido está bien,mutox-1fa3c59f0a6b3a2094503758_2949312_2951838.wav
,,,0,non-toxic, y sea santificado en ellos ante los ojos., y sea santificado en ellos ante los ojos.,mutox-1fb7cf1aa18dbe05bc8f8326_1389312_1392702.wav
,,,1,toxic," para dentro, un dos bajas con todos los detalles que recuerden.","Inwardly, two decreases with all the remembered details.",mutox-20057fae6b7c9352132d5c82_262944_268926.wav
,,,0,non-toxic," eres una heguera con hoja, pero no hay nada a ti."," eres una heguera con hoja, pero no hay nada a ti.",mutox-202de6ad9e91f16355e9bab6_1783584_1786494.wav
,,,0,non-toxic," cayendo preso por matar ese tipo, lo que sea."," cayendo preso por matar ese tipo, lo que sea.",mutox-20515f004366e3d62603cbd9_1143072_1145790.wav
